headline,content,url,category
Rzeźniczak wspomina zmarłego syna. Zrobił to w wyjątkowy dzień,"15 października, czyli w Międzynarodowy Dzień Dziecka Utraconego Jakub Rzeźniczak wspomniał publicznie o swoim synu, który zmarł w 2022 roku w Izraelu w prywatnej klinice po zmaganiu się z rzadkim now","https://www.plotek.pl/plotek/7,154063,31389817,rzezniczak-wspomina-zmarlego-syna-zrobil-to-w-wyjatkowy-dzien.html",yapping
Wojtek i Agata Sawiccy z 'Life on Wheelz' nie są już razem. 'Związek interablistyczny też może się rozpaść',"Wojtek Sawicki od wielu lat prowadzi konto na Instagramie. Wraz z ukochaną Agatą dzielą się codziennością na profilu Life on Wheelz. W najnowszym wpisie para influencerów wyjawiła, że nie są już raz","https://www.plotek.pl/plotek/7,154063,31201348,przykre-oswiadczenie-life-on-wheelz-wojtek-sawicki-poinformowal.html",yapping
Syn Michała Probierza nosi imię o zaskakującym znaczeniu. W Polsce jest coraz popularniejsze,"Michał Probierz od niedawna jest trenerem polskiej reprezentacji. Choć występów na Euro nie można zaliczyć do udanych, to widać, że selekcjoner ma mnóstwo do zaoferowania, a przede wszystkim jak nikt","https://www.plotek.pl/plotek/7,154063,31095321,syn-michala-probierza-nosi-germanskie-imie-w-polsce-jest-coraz.html",yapping
"Córka Bogusława Lindy i Lidii Popiel ma 32 lata. Mówią, że jest kopią Angeliny Jolie","Bogusław Linda to jedna z najpopularniejszych postaci w polskim show-biznesie. Aktor od lat związany jest z utalentowaną, fotografką Lidią Popiel. Para jest już razem ponad 30 lat, co jest rzadkością","https://www.plotek.pl/plotek/7,154063,31481178,corka-boguslawa-lindy-i-lidii-popiel-ma-juz-32-lata-mowia.html",yapping
Aleksandra Grysz ma starszego partnera. 'Nad tym nie zastanawiałam'. Doskonale znacie go z TVP,"Aleksandra Grysz to jedna z najpopularniejszych reporterek w Pytaniu na śniadanie w Telewizji Polskiej. Nowy format śniadaniówki przyniósł wiele zmian, a o roszadach kadrowych jeszcze niedawno mówił","https://www.plotek.pl/plotek/7,154063,31178297,aleksandra-grysz-ma-starszego-partnera-totalnie-nie-czujemy.html",yapping
Nowe informacje ws. zatrzymania Buddy. Miał zostać wyprowadzony w kajdankach,"Kamil L., znany jako Budda to jeden z topowych twórców internetowych w Polsce. Jego kanał  w serwisie YouTube, gdzie opowiada głównie o motoryzacji, zebrał ponad 2,4 mln subskrybentów. Twórca zasłynął","https://www.plotek.pl/plotek/7,154063,31384540,nowe-informacje-ws-zatrzymania-buddy-mial-zostac-wyprowadzony.html",yapping
"Maklakiewicz zrobił karierę po 'Rejsie'. Miał inny talent, ale go nie wykorzystał. 'Nigdy nie zrozumiem'","Zdzisław Maklakiewicz był jednym z najwybitniejszych polskich aktorów w czasach PRL-u. Największy rozgłos zapewniły mu role m.in. w Rejsie, Wniebowziętych czy Hydrozagadce. Aktor nigdy nie ukryw","https://www.plotek.pl/plotek/7,154063,31066247,zdzislaw-maklakiewicz-byl-nie-tylko-niesamowitym-aktorem-mial.html",yapping
"Schreiber nie mogła tego przemilczeć. Mówi, co widziała u Kaczorowskiej w programie","Marianna Schreiber i Agnieszka Kaczorowska są uczestniczkami drugiej edycji Królowej przetrwania. Wiele wskazuje na to, że w dżungli panie nie znalazły wspólnego języka. W niedawnej rozmowie z Plotk","https://www.plotek.pl/plotek/7,154063,31546974,schreiber-przerwala-milczenie-dosadnie-odpowiedziala-kaczorowskiej.html",yapping
"Kulczykowie stracili pozycję. Nie są już najbogatszą rodziną w Polsce. Wiemy, do kogo należy pierwsze miejsce",Wprost od kilku lat zamieszcza listę 100 najbogatszych Polaków. Tym razem wzięto pod lupę dziesięć najbogatszych polskich rodzin w kraju. Jest sensacyjna zmiana. Kulczykowie stracili pozycję na pier,"https://www.plotek.pl/plotek/7,154063,31129588,kulczykowie-stracili-pozycje-nie-sa-juz-najbogatsza-rodzina.html",yapping
"Hładki w programie na żywo ujawnił, że Hakiel i Dominika się zaręczyli! Na tym nie koniec",Marcin Hakiel na jakiś czas zniknął z mediów społecznościowych. Tancerz po trudnym rozwodzie z Katarzyną Cichopek odnalazł szczęście u boku Dominiki Serowskiej. Zakochani mają już za sobą debiut na śc,"https://www.plotek.pl/plotek/7,154063,31285229,hladki-w-programie-na-zywo-ujawnil-ze-hakiel-i-dominika-zareczyli.html",yapping
Internautka do Agaty Rubik: 'Będziesz chciała iść do pracy?' Szczera odpowiedź,Agata i Piotr Rubikowie w zeszłym roku podjęli ważną życiową decyzję. Razem z całą rodziną zdecydowali się na przeprowadzkę do Stanów Zjednoczonych. Porzucili dotychczasowe życie i wyprowadzili się z,"https://www.plotek.pl/plotek/7,154063,31253131,agata-rubik-wroci-do-pracy-internautka-zapytala-wprost-padla.html",yapping
"Fani zobaczyli, co robi Lewandowski na wideo żony. 'Mistrz drugiego planu!'","Lewandowscy całe swoje życie poświęcają sportowej pasji. Piłkarz wybrał karierę na murawie, a jego żona na macie - przez lata ćwiczyła karate, a teraz skupia się głównie na fitnessie i tańcu. W najnow","https://www.plotek.pl/plotek/7,154063,31121775,lewandowska-pokazywala-cwiczenia-ale-to-jej-maz-skradl-show.html",yapping
Kilka lat temu zachwycała na ekranie. Dziś sprząta u innych,"Jeszcze kilka lat temu, gdy do kin trafiły Legiony, wydawało się, że Wiktoria Wolańska, debiutująca wówczas na ekranie 26-latka, ma przed sobą wielką karierę i wszelkie predyspozycje, by stać się fi","https://www.plotek.pl/plotek/7,154063,31503834,wiktoria-wolanska-sprzata-mieszkania-kilka-lat-temu-zachwycala.html",yapping
Paula z Topky schudła 30 kg. Fanki: Zmniejszyłaś żołądek. Dosadna odpowiedź,Paula Karpowicz to solistka popularnego duetu disco polo Topky. Ostatnio wystąpiła na telewizyjnej imprezie Roztańczony PGE Narodowy. Fani piosenkarki zwrócili także uwagę na niezwykłą metamorfozę ido,"https://www.plotek.pl/plotek/7,154063,31358949,paula-z-topky-schudla-30-kg-fanki-zmniejszylas-zoladek-dosadna.html",yapping
Słodko-gorzkie wyznanie Sandry Kubickiej w Dniu Ojca. Mówi o bolesnych doświadczeniach,"Aleksander Baron i Sandra Kubicka niedawno zostali rodzicami. Młoda mama jest bardzo podekscytowana nową rolą. Modelka bez przerwy wrzuca na swój profil nagrania, na których dzieli się przemyśleniami","https://www.plotek.pl/plotek/7,154063,31084357,alek-baron-swietuje-swoj-pierwszy-dzien-ojca-kubicka-otworzyla.html",yapping
Wyjątkowe pożegnanie Wojciecha Szczęsnego na murawie. Poruszona Marina wszystko nagrała,"W sierpniu Wojciech Szczęsny poinformował o tym, że kończy karierę. Dałem tej grze 18 lat mojego życia, codziennie, bez wymówek. Dzisiaj, twardo, moje ciało wciąż czuje się gotowe na wyzwania, mojego","https://www.plotek.pl/najnowsze-plotki/7,194210,31324425,wyjatkowe-pozegnanie-wojciecha-szczesnego-na-murawie-dumna.html",yapping
Magdalena Zawadzka i Dorota Zawadzka są rodziną? Możecie być zaskoczeni,"Magdalena Zawadzka może pochwalić się imponującym dorobkiem artystycznym. Choć od kilku lat nie widujemy jej na ekranie, nadal cieszy się sporą popularnością, a dla wielu pozostanie niezapomnianą Baśk","https://www.plotek.pl/plotek/7,154063,31102512,magdalena-zawadzka-i-dorota-zawadzka-sa-rodzina-mozecie-byc.html",yapping
Na planie 'W pustyni i w puszczy' poznał miłość życia. Wszystko dzięki mamie. 'Zaniosła fotografię',W pustyni i w puszczy to powieść przygodowa autorstwa Henryka Sienkiewicza. Została wydana w 1911 roku i szybko stała się międzynarodowym bestsellerem. Głównymi bohaterami są 14-letni Staś Tarkowski,"https://www.plotek.pl/plotek/7,154063,31086370,na-planie-w-pustyni-i-w-puszczy-poznal-milosc-zycia-wszystko.html",yapping
Piotr Rubik chwali się 'cudownym życiem' i świętuje 56. urodziny w damskim gronie. 'Tymczasem w domu modelek',"Już od ponad roku Rubikowie podbijają USA. To tam rodzice dwóch nastolatek pracują i rozwijają swoje kariery. Nie zapominają przy tym o celebrowaniu ważnych dat. Taką bez wątpienia jest 3 września, cz","https://www.plotek.pl/plotek/7,154063,31275166,piotr-rubik-i-jego-56-urodziny-w-damskim-gronie-normalnie.html",yapping
Katarzyna Dowbor ostro odniosła się do ostatniej afery. 'Trzeba być człowiekiem bez serca',"Szerokim echem w mediach odbiły się słowa profesora Jerzego Bralczyka, który w programie TVP Info 100 pytań do stwierdził, że psy nie umierają, tylko zdychają. Wielu właścicieli czworonogów pocz","https://www.plotek.pl/plotek/7,154063,31160889,katarzyna-dowbor-ostro-komentuje-wypowiedz-prof-bralczyka.html",yapping
77-letni Józef Wojciechowski powitał na świecie siódme dziecko. Strasburger ma dla niego radę,Związek Patrycji Tuchlińskiej i miliardera Józefa Wojciechowskiego wzbudza wiele emocji. Biznesmen jest starszy od swojej ukochanej o 48 lat. W 2021 roku powitali na świecie syna Augusta. Niedawno oka,"https://www.plotek.pl/plotek/7,154063,31073529,77-letni-jozef-wojciechowski-powital-na-swiecie-siodme-dziecko.html",yapping
Ojciec Kożuchowskiej wykładał na uczelni Rydzyka. Wiara trzyma aktorkę w ryzach,"Małgorzata Kożuchowska nigdy nie ukrywała, że wywodzi się z katolickiej rodziny i religia to ważny aspekt jej życia. W nowym wywiadzie aktorka rozwinęła temat i zapytana zdradziła, co tak właściwie je","https://www.plotek.pl/plotek/7,154063,31356955,ojciec-kozuchowskiej-wykladal-na-uczelni-rydzyka-aktorka-mowi.html",yapping
To ona rządzi w domu Majdanów. Tak dziś wygląda pani Bożenka,"Małgorzata Rozenek jest mamą trójki dzieci. Stanisław i Tadeusz pochodzą z jej małżeństwa z Jackiem Rozenkiem, a Henio to owoc miłości z Radosławem Majdanem. Z powodu sporych obowiązków zawodowych, pr","https://www.plotek.pl/plotek/7,78649,31116454,to-ona-rzadzi-w-domu-majdanow-tak-dzis-wyglada-pani-bozenka.html",yapping
Niepokojące wieści przed koncertem TVP. Natalia Nykiel nagle musiała zejść ze sceny,"Wakacyjna trasa Lata z Radiem i Telewizją Polską to seria koncertów, która rozpoczęła się 13 lipca. Na pierwszym z nich wystąpiła m.in. Doda. Kolejny zaplanowano w Raciborzu. Na scenie wystąpili m.i","https://www.plotek.pl/plotek/7,154063,31160241,problemy-natalii-nykiel-przed-koncertem-tvp-nagle-musiala-zejsc.html",yapping
Nie żyje legenda telewizji. Halina Szymura przez wiele lat pracowała w TVP,Niektórych postaci związanych z telewizją nie trzeba nikomu przedstawiać. Niektórzy poświęcają tej pracy niemal całe swoje życie. Osoby takie wywierają niekiedy duży wpływ na także na kariery przyszły,"https://www.plotek.pl/plotek/7,154063,31460728,nie-zyje-legenda-telewizji-halina-szymura-przez-wiele-lat-pracowala.html",yapping
Hejterzy dopadli Dodę pod nagraniem z treningu. Ale im odpowiedziała!,"Doda od małego dziecka fascynuje się sportem. Piosenkarka nie ukrywa, że sporą zasługę miał w tym jej ojciec. Sam Rabczewski zdradził w jednym z wywiadów, że dopóki Doda nie zdecydowała się na karierę","https://www.plotek.pl/plotek/7,154063,31457903,doda-wrzucila-zdjecie-z-treningu-hejterzy-ja-dopadli-alez.html",yapping
"Majdan zameldował się na meczu z żoną i się zaczęło. 'Myślałam, że pan z Dodą stoi'","Super Puchar Europy u nas w Warszawie. Real Madryt zwyciężył 2-0 w meczu z Atalanta Bergamo i po raz kolejny udowodnił, że posiada gen zwycięstwa - tak sam Majdan podsumował sportowe spotkanie. Bram","https://www.plotek.pl/plotek/7,154063,31229580,majdan-zameldowal-sie-z-zona-na-meczu-myslalam-ze-pan-z-doda.html",yapping
Sandra Kubicka zachwyca się luksusowym domem. Prysznic na dwie osoby i płaskorzeźba z tynku,"Sandra Kubicka niedawno została mamą. Modelka chętnie dzieli się swoją codziennością w mediach społecznościowych, prezentując zarówno blaski, jak i cienie macierzyństwa. Ostatnio celebrytka zadebiutow","https://www.plotek.pl/plotek/7,154063,31397777,sandra-kubicka-oprowadzila-fanow-po-nowym-domu-luksus-to.html",yapping
Była narzeczona Piotra Mroza zabrała głos. Mówi o rozstaniu i rodzinie,Piotr Mróz zyskał popularność jako aktor. Szczególnie duży rozgłos dała mu rola w serialu Gliniarze. Mężczyzna wygrał również dwunastą edycję Tańca z gwiazdami. W 2022 roku Mróz ogłosił swoje zarę,"https://www.plotek.pl/plotek/7,154063,31211357,byla-narzeczona-piotra-mroza-zabrala-glos-agnieszka-wasilewska.html",yapping
Gąssowski zapytany o bujne życie miłosne. 'Nie będę się kopał z koniem',Wojciecha Gąssowskiego nikomu nie trzeba przedstawiać. Polacy do tej pory nucą jego największe hity takie jak Gdzie się podziały tamte prywatki czy Zielone wzgórza nad Soliną. Piosenkarz oprócz wi,"https://www.plotek.pl/plotek/7,154063,31390642,wojciech-gassowski-zapytany-o-romans-z-jaworowicz-i-jedrusik.html",yapping
Julia Kamińska chętnie opowiada o swoich rodzicach. Jej brata znacie z ekranu,"Julia Kamińska ma na koncie występy w wielu produkcjach. Największą popularność przyniosła jej jednak główna rola w serialu BrzydUla. Jak się okazuje, Kamińska już od najmłodszych lat rozwijała swoj","https://www.plotek.pl/plotek/7,154063,31401889,julia-kaminska-chetnie-opowiada-o-swoich-rodzicach-sa-postepowi.html",yapping
Żartowniś Morawiecki śmieszkuje na Instagramie po wyborach w USA. Naprawdę to napisał,"Choć liczenie głosów nadal trwa, Donald Trump już ma sporą przewagę i wszystko wskazuje na to, że to on zostanie kolejnym prezydentem Stanów Zjednoczonych. O zwycięstwie przedstawiciela republikanów m","https://www.plotek.pl/plotek/7,154063,31443150,morawiecki-smieszkuje-na-instagramie-po-wyborach-w-usa-naprawde.html",yapping
"Włamanie do domu Kasi Kowalskiej. 'Jest roztrzęsiona, do dzisiaj nie może się pozbierać'","Kasia Kowalska jest autorką przebojów, takich jak Pieprz i sól, Co może przynieść nowy dzień czy Prowadź mnie, a na muzycznej scenie utrzymuje się od lat. Tym razem jednak w życiu piosenkarki do","https://www.plotek.pl/plotek/7,154063,31120379,wlamanie-do-domu-kasi-kowalskiej-jest-roztrzesiona-do-dzisiaj.html",yapping
Monika Olejnik zniesmaczona filmem na festiwalu w Wenecji. 'Upokarza kobiety',"Prowadząca Kropkę nad i po raz kolejny pokazała, że dobrze czuje się w świetle fleszy. Monika Olejnik chętnie pozuje do zdjęć na eventach, a tym razem pokazała, jak wyglądała w Wenecji. W poście dot","https://www.plotek.pl/plotek/7,154063,31269943,monika-olejnik-w-dopasowanej-kreacji-na-weneckim-festiwalu.html",yapping
Julia Wieniawa była szykanowana przez nauczycieli. Takie teksty słyszała,"Julia Wieniawa jest bardzo aktywna zawodowo - śpiewa, tańczy, gra w filmach, serialach, teatrze, chodzi na eventy i realizuje się jako influencerka. Młoda gwiazda od pewnego czasu nie ukrywa jednak, ż","https://www.plotek.pl/plotek/7,154063,31426230,julia-wieniawa-byla-poszkodowana-przez-nauczycieli-bardzo-jej.html",yapping
"Pawła Deląga i jego siostrę zostawił ojciec. 'Mama toczyła codzienny bój o to, byśmy mieli, co jeść'",Paweł Deląg ma młodszą siostrę Dorotę. Kobieta poszła w jego ślady i wybrała taką samą drogę zawodową jak znany brat. W 1999 ukończyła studia na Wydziale Aktorskim w Krakowie. Pasję do aktorstwa zaszc,"https://www.plotek.pl/plotek/7,154063,31212285,pawel-delag-ma-znana-siostre-wspieral-ja-gdy-zostawil-ich.html",yapping
Dorota Wellman z zaskakującym wyznaniem. Jest gotowa na najgorsze,"Codziennie dochodzą do nas niepokojące informacje z krajów ogarniętych konfliktami. Dorota Wellman śledzi sytuację na bieżąco i jest przygotowana na każdy scenariusz. Wierzę, że będzie dobrze, a gdyb","https://www.plotek.pl/plotek/7,154063,31549733,szokujace-slowa-doroty-wellman-jest-gotowa-na-najgorsze.html",yapping
Grzegorz Kajdanowicz zabrał nową partnerkę na Bal Fundacji TVN. Zachwyciła kreacją,"Grzegorz Kajdanowicz przez lata był w szczęśliwej relacji z żoną Karoliną. Doczekali się dwójki dzieci -Kajetana i Karola. Ich związek nie przetrwał jednak próby czasu. - Małżeństwo się rozpadło, ale","https://www.plotek.pl/plotek/7,154063,31507968,grzegorz-kajdanowicz-na-balu-fundacji-tvn.html",yapping
Teresa Lipowska w młodości. Możecie jej nie poznać. 'Nie byłam zbyt zadbana',"Teresa Lipowska pierwszy raz pojawiła się na deskach teatru, gdy miała 9 lat. Wcieliła się w królewnę-żabkę w spektaklu Za siedmioma górami. Cztery lata później debiutowała jako statystka w filmie","https://www.plotek.pl/plotek/7,154063,31074644,teresa-lipowska-w-mlodosci-mozecie-jej-nie-poznac-nie-bylam.html",yapping
Stylista wskazał najlepiej ubranego polityka. 'Po prostu sam w sobie ma wiele klasy i luzu' [PLOTEK EXCLUSIVE],"W ostatnim czasie głośno było o ministrze Michale Kołodziejczaku, który był widziany w kosztownych butach. Okazuje się, że polityk przywiązuje dużą wagę do wyglądu i obuwia właśnie. - Ja zawsze zwraca","https://www.plotek.pl/plotek/7,154063,31195842,stylista-wskazal-najlepiej-ubranego-polityka-zgadasz-sie-z.html",yapping
"'Fabulosus Maleficis'. Smaszcz w cekinach, Kisio tajemniczo, a Wendzikowska z dekoltem","Na czerwonym dywanie można dać upust swojej fantazji, jeśli chodzi o stylizacje. Część gwiazd decyduje się na szaleństwo w połączeniu z obecnymi trendami. Jesteście ciekawi, jak podczas wystawy wygląd","https://www.plotek.pl/najnowsze-plotki/7,194210,31332464,fabulosus-maleficis-smaszcz-w-cekinach-kisio-tajemniczo.html",yapping
Krystyna Janda rozlicza się z przeszłością. Ma wyrzuty sumienia,"Krystyna Janda to jedna z najwybitniejszych polskich aktorek. Już od ponad 50 lat jest aktywna zawodowo i na swoim koncie ma role w takich filmach jak m.in. Człowiek z marmuru, Pestka czy Przesłu","https://www.plotek.pl/plotek/7,154063,31366582,krystyna-janda-rozlicza-sie-z-przeszloscia-ma-wyrzuty-sumienia.html",yapping
Doda rządzi w związku z Pachutem? Nagranie mówi samo za siebie. 'Tylko pantofel...',"Jak wiadomo, Doda przeszła w swoim życiu przez kilka nieudanych związków. Wszystko zmieniło się w 2023 roku. To właśnie wtedy po raz pierwszy pojawiły się plotki o jej nowym partnerze. Niedługo późnie","https://www.plotek.pl/plotek/7,154063,31216952,doda-rzadzi-w-zwiazku-z-dariuszem-pachutem-to-nagranie-mowi.html",yapping
Nie żyje znany polski dziennikarz. Łukasz Kowalski miał jedynie 49 lat,11 lipca w mediach pojawiła się smutna informacja o śmierci jednego ze znanych dziennikarzy - Łukasza Kowalskiego. Mężczyzna miał 49 lat.  Przed laty współpracował z redakcjami Ślizgu i Machiny. P,"https://www.plotek.pl/plotek/7,154063,31136092,nie-zyje-znany-dziennikarz-zmarl-w-wieku-49-lat.html",yapping
Nie żyje gwiazda filmowa z Korei Południowej. Jej ciało znaleziono w domu. Trwa dochodzenie,Kim Soo-mi zaczęła rozwijać swoją karierę już w 1970 roku - to wtedy wygrała w konkursie talentów i zdobyła uznanie koreańskiej publiki. Za jej najpopularniejsze role uważa się te w produkcjach Count,"https://www.plotek.pl/plotek/7,154063,31417519,gwiazda-filmowa-z-korei-poludniowej-nie-zyje-policja-nadal.html",yapping
47-letnia Beata Klimek zniknęła bez śladu. Mąż zaginionej: Mam czyste sumienie,"Beata Klimek zaginęła kilka tygodni temu. 47-latka ostatni raz była widziana 7 października około godziny 7:00 we wsi Poradz w gminie Łobez. Wszystko wskazywało na to, że będzie to normalny dzień dla","https://www.plotek.pl/plotek/7,154063,31423284,47-letnia-beata-klimek-zniknela-bez-sladu-byly-maz-zaginionej.html",yapping
Gwiazda TVP powitała na świecie pierwsze dziecko! Czekała na to 39 lat,"Paulina Drażba dała się poznać widzom jako reporterka TVP2. Nie musiało minąć wiele czasu, by zyskała sympatię widzów, a niedługo potem stała się jedną z najpopularniejszych prezenterek tej telewizji.","https://www.plotek.pl/plotek/7,154063,31431653,prezenterka-tvp-urodzila-takie-imie-wybrala.html",yapping
William i Kate zareagowali na 40. urodziny Harry'ego. Nie wysilili się,Od dawna książę Harry nie jest przedmiotem publicznych rozmów brytyjskiej rodziny królewskiej. Konflikt z księciem Williamem zaostrzony przez małżeństwo z Meghan Markle przypieczętowała książka Ten d,"https://www.plotek.pl/najnowsze-plotki/7,194210,31306124,kate-i-william-naprawde-to-zrobili-skierowali-kilka-slow-do.html",yapping
"'Mama czekała na telefon, kiedy usłyszy, że jej syn nie żyje'. Koterski w szokującym wyznaniu","Misiek Koterski od dekady żyje w trzeźwości. Aktor znany z takich produkcji, jak Dzień świra czy 7 uczuć był uzależniony od alkoholu, narkotyków i innych substancji psychoaktywnych. Pierwszy raz p","https://www.plotek.pl/plotek/7,154063,31145182,koterski-w-szokujacym-wyznaniu-mama-czekala-na-telefon-kiedy.html",yapping
"Unika rozgłosu, media o niej milczą. Wagner słyszała, że nie dostaje ról przez wygląd","Agnieszka Wagner rozpoczęła filmową karierę jeszcze w latach 80. jako nastolatka. Jej talentem i urodą cała Polska zachwyciła się zwłaszcza po filmie Pożegnanie z Marią z 1993 roku, w którym zagrała","https://www.plotek.pl/plotek/7,154063,31551538,unika-rozglosu-media-o-niej-milcza-wagner-slyszala-ze-nie.html",yapping
Danuta Stenka i Magdalena Cielecka brylują na premierze. Wyglądały jak 'dzień i noc',"W środę 18 września odbyła się uroczysta premiera filmu Drużyna A(A). Reżyserem obrazu jest Daniel Jaroszek. Produkcja opowiada o czwórce uzależnionych krzyżowo alkoholików, którzy szmuglują dwie cy","https://www.plotek.pl/najnowsze-plotki/7,194210,31316787,danuta-stenka-i-magdalena-cielecka-bryluja-na-premierze-wygladaly.html",yapping
"Paulla chciała targnąć się na swoje życie. Gdy zobaczyła syna, zdecydowała się sięgnąć po pomoc","Coraz więcej gwiazd mówi głośno o tym, że chorują na depresję. W ten sposób starają się oswoić tę chorobę i zachęcić inne zmagające się z nią osoby, aby nie obawiały się zwracać po pomoc. O niełatwych","https://www.plotek.pl/plotek/7,154063,31552065,paulla-chciala-targnac-sie-na-swoje-zycie-dokladnie-pamieta.html",yapping
Córka Elżbiety Zającówny nie poszła w jej ślady. Dziś Gabriela ma 33 lata. To kopia mamy,"Elżbieta Zającówna w latach 90. dała się poznać jako niezwykle utalentowana aktorka. Miała za sobą kilka produkcji. Rozpoznawalność przyniósł jej serial Matki, żony i kochanki. Wystąpiła również w s","https://www.plotek.pl/plotek/7,154063,31207391,corka-elzbiety-zajacownej-nie-poszla-w-slady-mamy-dzis-gabriela.html",yapping
To dlatego Marina odsunęła się od show-biznesu. Odcina się od 'warszawskiej śmietanki',"Marina Łuczenko przez długie lata była dobrze zapowiadającą się wokalistką, której wielu wróżyło muzyczne sukcesy, a Edyta Górniak nawet kokieteryjnie stwierdziła, że chciałaby mieć taki talent, jak","https://www.plotek.pl/plotek/7,154063,31077565,marina-bez-ogrodek-mowi-o-warszawskiej-smietance-obciachu.html",yapping
Sąd wydał wyrok ws. Królikowskiego. To nie koniec walki z Joanną Opozdą,Sprawa Królikowskiego ciągnie się od zeszłego roku. To wtedy prokuratura skierowała przeciw niemu akt oskarżenia za uchylanie się od płacenia alimentów. Antoni K. został oskarżony o uchylanie się w o,"https://www.plotek.pl/plotek/7,154063,31502127,jest-wyrok-ws-krolikowskiego-aktor-poniesie-kare-za-nieplacenie.html",yapping
Wraca 'afera obiadowa'. Hanna Lis zareagowała na zaczepkę internautki,Hanna Lis jest bardzo aktywna w mediach społecznościowych. Tam dziennikarka chętnie pokazuje kadry ze swojego prywatnego życia. Chwali się też swoimi kulinarnymi umiejętnościami i wrzuca rolki z gotow,"https://www.plotek.pl/najnowsze-plotki/7,194210,31292698,internautka-zarzucila-hannie-lis-ze-nie-gotowala-mezowi-szybko.html",yapping
Czułe zdjęcie Roberta Lewandowskiego z córką. Kadr chwyta za serce,"To już koniec Euro 2024 dla polskiej reprezentacji. Piłkarze wrócili już do kraju. Robert Lewandowski mógł w końcu uściskać rodzinę, z którą spędzał mniej czasu ze względu na rozgrywki. Anna Lewandows","https://www.plotek.pl/plotek/7,154063,31094220,czule-zdjecie-roberta-lewandowskiego-z-corka-chwyta-za-serce.html",yapping
"Ostatnie chwile życia księżnej Diany. Lekarz, który ją operował, nigdy nie zapomni tego widoku","31 sierpnia 2024 roku minęło 27 lat od tragicznej śmierci księżnej Diany. Królowa ludzkich serc zmarła w szpitalu w wyniku obniesionych obrażeń w wypadku samochodowym, do którego doszło w jednym z par","https://www.plotek.pl/plotek/7,154063,31268325,ostatnie-chwile-zycia-ksieznej-diany-lekarz-ktory-ja-operowal.html",yapping
Jadwiga Barańska przed śmiercią bardzo cierpiała. Rodzina prosiła o morfinę. Wpis Antczaka rozdziera serce,"Legendarna aktorka Jadwiga Barańska znana przede wszystkim z roli Barbary Niechcic z filmu Noce i dnie zmarła  24 października, w nocy z czwartku na piątek (polskiego czasu). O jej śmierci poinformo","https://www.plotek.pl/plotek/7,154063,31417867,jadwiga-baranska-przed-smiercia-bardzo-cierpiala-rodzina-prosila.html",yapping
Paweł Deląg romantycznie pozuje z piękną Patrycją. 'Wreszcie normalna dziewczyna',"Paweł Deląg niezwykle rzadko dzieli się publicznie swoją prywatnością. Od pewnego czasu jednak zastanawiano się, z kim związany jest aktor. Deląg postanowił zaspokoić ciekawość fanów i opublikował zdj","https://www.plotek.pl/najnowsze-plotki/7,194210,31326551,pawel-dylad-w-koncu-to-zrobil-pod-jego-zdjeciem-splywaja-gratulacje.html",yapping
A to ci wieści! Quebonafide widziany w Krakowie z brunetką. To nie Szroeder? [ZDJĘCIE],"Quebonafide od dawna nie wydał albumu, nad czym ubolewają jego słuchacze. Nie oznacza to jednak, że nie spełnia się na innych polach - fani mogą korzystać z marki rapera, która oferuje japońskie przek","https://www.plotek.pl/plotek/7,154063,31152596,quebonafide-widziany-w-krakowie-z-brunetka-nie-jest-nia-szroeder.html",yapping
"Konflikt Solorza z dziećmi zaszkodzi jego imperium? Ekspertki są jednomyślne. 'Niezależnie, ile masz pieniędzy...'","Zygmunt Solorz to jeden z najbogatszych Polaków, który od wielu lat tworzy swoje imperium. W marcu tego roku przedsiębiorca poślubił Justynę Kulkę, która ma nie mieć w dobrych relacji z jego dziećmi -","https://www.plotek.pl/plotek/7,154063,31341261,czy-przepychanki-solorza-z-dziecmi-moga-zaszkodzic-jego-imperium.html",yapping
El Dursi wspomina aferę z rajdem po autostradzie pasem awaryjnym. 'Nie zasłużyłam sobie na to',Klaudia El Dursi zasłynęła w programie Top Model. Później jej kariera nabrała tempa i dostała posadę prowadzącej Hotel Paradise. Popularność ma jednak swoje lepsze i gorsze strony. Negatywnym aspe,"https://www.plotek.pl/plotek/7,154063,31251657,klaudia-el-dursi-wspomina-afere-drogowa-nie-uwazam-zebym.html",yapping
Grzegorz Zawierucha zabrał głos po rodzinnej tragedii. 'Takich rzeczy nie widziałem nawet w filmach',Biscy Grzegorza Zawieruchy przeżywają naprawdę trudny czas. W zeszłym tygodniu przez ich miejscowość przeszła potężna nawałnica. Rodzice gwiazdora od 19 lat prowadzą w Kielcach dom dziecka. Sytuacja j,"https://www.plotek.pl/plotek/7,154063,31159956,grzegorz-zawierucha-zarbal-glos-po-rodzinnej-tragedii-takich.html",yapping
Joe Biden obstawił się rodzinnymi zdjęciami. Po co? [PLOTEK EXCLUSIVE],"Joe Biden kilka dni temu ogłosił, że rezygnuje z ponownego ubiegania się o urząd prezydenta Stanów Zjednoczonych. Tłumaczono to wówczas faktem, że głowa państwa ma COVID-19. Informacja o rezygnacji po","https://www.plotek.pl/plotek/7,154063,31171583,joe-biden-zaszalal-ze-zdjeciami-rodzinnymi-ekspert-wyjasnia.html",yapping
