headline,content,url,category
Superczołg Rosji teraz w rękach Ukraińców poluje na Rosjan,"W ostatnich kilkudziesięciu godzinach wojny na Ukrainie, żołnierze Sił Zbrojnych Ukrainy zniszczyli dwa najpotężniejsze rosyjskie czołgi T-90M, a jeden udało im się przejąć i teraz działa przeciwko Ro","https://geekweek.interia.pl/militaria/news-superczolg-rosji-teraz-w-rekach-ukraincow-poluje-na-rosjan,nId,7533435",Militaria
Rosja straszy Łaguszką. Może przenosić 10 razy więcej materiałów wybuchowych,"Moskwa pochwaliła się pierwszym użyciem bojowym nowego drona naziemnego. Przy okazji przekonuje, że jest on szczególnie niebezpieczny, bo może przenosić 10 razy więcej materiałów wybuchowych niż drony","https://geekweek.interia.pl/militaria/news-rosja-straszy-laguszka-moze-przenosic-10-razy-wiecej-materia,nId,7558306",Militaria
Niezwykłe nagranie polskich F-16 w Wielkiej Brytanii,"Polscy piloci F-16 z 3. Eskadry Lotniczej biorą udział w ćwiczeniach wojskowych w Wielkiej Brytanii. Spotterzy dostrzegli jeden z treningów, w którym udział wzięły polskie maszyny. Powstały przy tym f","https://geekweek.interia.pl/militaria/news-niezwykle-nagranie-polskich-f-16-w-wielkiej-brytanii,nId,7818562",Militaria
Rosjanie zaskoczyli Ukraińców. Ich dron wrócił do Rosji,"Siły Zbrojne Ukrainy ujawniły, że Rosjanie coraz częściej próbują oszukać ich systemy obrony powietrznej za pomocą specjalnych dronów. Jeden z nich miał zaatakować Kijów, ale nagle zupełnie niespodzie","https://geekweek.interia.pl/militaria/news-rosjanie-zaskoczyli-ukraincow-ich-dron-wrocil-do-rosji,nId,7841393",Militaria
Eksplozja w siedzibie Kadyrowców. Niesamowite nagranie z akcji,Siły Zbrojne Ukrainy dokonały już drugiego skutecznego ataku dronami kamikadze w mieście Enerhodar. Tym razem zniszczono m.in. główną siedzibę czeczeńskich bojowników z armii Kadyrowa. Ukraiński Wywia,"https://geekweek.interia.pl/militaria/news-eksplozja-w-siedzibie-kadyrowcow-niesamowite-nagranie-z-akcj,nId,6990920",Militaria
"Ukraińcy mają potężną ""Mrówkę"", a Rosjanie zabawkę dla dzieci","Tak się składa, że dziś w sieci pojawiły się nagrania, które pozwalają porównać ukraińskie i rosyjskie bezzałogowe systemy do transportu wyposażenia i rannych żołnierzy z pola walki. I to porównanie n","https://geekweek.interia.pl/militaria/news-ukraincy-maja-potezna-mrowke-a-rosjanie-zabawke-dla-dzieci,nId,7276912",Militaria
To Ukraińcy zestrzelili w locie potężny rosyjski bombowiec,"Siły Powietrzne Sił Zbrojnych Ukrainy ogłosiły, że to one zestrzeliły rosyjski bombowiec strategiczny Tu-22M podczas dzisiejszej (19.04) misji, w której odpalone z niego rakiety miały uderzyć na cele","https://geekweek.interia.pl/militaria/news-to-ukraincy-zestrzelili-w-locie-potezny-rosyjski-bombowiec,nId,7461829",Militaria
"Ukraińcy nie mają litości dla ""unikatów"". Rosyjska 2S34 Chosta nadaje się na złom",Ukraińscy operatorzy dronów z połączonej grupy taktycznej Adam i jednostki rozpoznania powietrznego Anioły podzielili się w mediach społecznościowych nagraniem z udanego polowania na rzadką rosyjs,"https://geekweek.interia.pl/militaria/news-ukraincy-nie-maja-litosci-dla-unikatow-rosyjska-2s34-chosta,nId,7524233",Militaria
Rosja znowu grzebie przy Ch-101. Nowa modyfikacja ekstremalnie groźna,"Rosja podjęła kolejną próbę dalekiego uderzenia w Ukrainę, ale została ona skutecznie odparta przez Siły Zbrojne Ukrainy. Przy okazji dowiedzieliśmy się jednak, że Kreml zdecydował się na kolejną mody","https://geekweek.interia.pl/militaria/news-rosja-znowu-grzebie-przy-ch-101-nowa-modyfikacja-ekstremalni,nId,7574133",Militaria
Łagodne tylko z nazwy. Drony Sea Baby to teraz wyrzutnie rakietowe Grad,"Służba Bezpieczeństwa Ukrainy (SBU) ogłosiła, że uzbroiła część nawodnych dronów Sea Baby w wieloprowadnicową wyrzutnię rakiet kal. 122 mm, a system został już przetestowany w rzeczywistych warunkach.","https://geekweek.interia.pl/militaria/news-lagodne-tylko-z-nazwy-drony-sea-baby-to-teraz-wyrzutnie-raki,nId,7528655",Militaria
Ukraiński MiG z potężną bombą. Rosjanie w opałach,"Siły Powietrzne Ukrainy podwieszają pod swoje myśliwce precyzyjne bomby AASM Hammer, wysłane przez Francję. To broń, która dzięki swoim możliwościom wywołuje u Rosjan przerażenie. W sieci ukazało się","https://geekweek.interia.pl/militaria/news-ukrainski-mig-z-potezna-bomba-rosjanie-w-opalach,nId,7417926",Militaria
Wojsko Polskie pokazało w akcji Gladiusa. To postrach Rosji,"Polska armia pokazała w boju bateryjne moduły poszukiwawczo-uderzeniowych dronów o nazwie GLADIUS. Dzięki nim, Polska będzie mogła skuteczniej bronić się przed potencjalną agresją Rosji. Najnowsze tes","https://geekweek.interia.pl/militaria/news-wojsko-polskie-pokazalo-w-akcji-gladiusa-to-postrach-rosji,nId,7191524",Militaria
Polski czołg uchwycony na Ukrainie. To nasz ogromny dar,"Ukraińcy czołgiści pochwalili się, jak korzystają z ekspolskich czołgów T-72M1R. Maszyny wysłane przez Warszawę mają ważne zadanie w odparciu rosyjskiej inwazji. Polska przekazała Ukrainie największą","https://geekweek.interia.pl/militaria/news-polski-czolg-uchwycony-na-ukrainie-to-nasz-ogromny-dar,nId,7433250",Militaria
Ogromny transport rosyjskiego sprzętu niedaleko Kijowa,"Rosyjska armia już nie kryje się ze swoimi planami nowej, wielkiej ofensywy na Kijów. Do ukraińskiego obwodu sumskiego, znajdującego się zaledwie 150 kilometrów od stolicy Ukrainy, zmierza ogromny tra","https://geekweek.interia.pl/militaria/news-ogromny-transport-rosyjskiego-sprzetu-niedaleko-kijowa,nId,7527245",Militaria
To FPV Katana. Ukraińcy testują drony z mieczami,"Siły Zbrojne Ukrainy od jakiegoś czasu prowadzą testy nowych dronów bojowych. Tym razem będą one wyposażone w miecze, za pomocą których mają pacyfikować rosyjskich żołnierzy. Ma to na celu oszczędzeni","https://geekweek.interia.pl/militaria/news-to-fpv-katana-ukraincy-testuja-drony-z-mieczami,nId,7285149",Militaria
Najpotężniejszy samolot w historii pojawił się na niebie,"Najpotężniejszy samolot w historii lotnictwa, czyli należący do USA bombowiec B-21 Raider, przeszedł kolejne testy w locie. Ta maszyna jest już gotowa do wzięcia udziału w wojnie z Rosją. Superbombowi","https://geekweek.interia.pl/militaria/news-najpotezniejszy-samolot-w-historii-pojawil-sie-na-niebie,nId,7285191",Militaria
Brytyjczycy działają w Ukrainie od 2023 r. Nikt o tym nie wiedział,"Windracers ujawniło, że jego dron ULTRA służy w Siłach Zbrojnych Ukrainy już od ubiegłego roku. A mowa o modelu transportowym Uncrewed Low Cost Transport (ULTRA), nie bez przyczyny nazywanym przez pro","https://geekweek.interia.pl/militaria/news-brytyjczycy-dzialaja-w-ukrainie-od-2023-r-nikt-o-tym-nie-wie,nId,7538685",Militaria
"Klatki były do niczego. Rosja ma nowy pomysł na ""cudowne czołgi""","Obserwatorzy dostrzegli na ukraińskim froncie nową wersję rosyjskiego czołgu T-90M Proryw. I chociaż fotografia nie jest najwyższej jakości, z łatwością można na niej dostrzec pewną znaczącą zmianę, a","https://geekweek.interia.pl/militaria/news-klatki-byly-do-niczego-rosja-ma-nowy-pomysl-na-cudowne-czolg,nId,7544018",Militaria
Rosjanom zostały już tylko dwa typy czołgów. Nadchodzi dramat,Rosjanie mają ogromny problem ze swoją pancerną pięścią. Obecnie wysyłają na front tylko dwa typy czołgów. Jeden z nich przyprawia analityków wojskowych o zawrót głowy. Rosja wysyła regularnie na ukra,"https://geekweek.interia.pl/militaria/news-rosjanom-zostaly-juz-tylko-dwa-typy-czolgow-nadchodzi-dramat,nId,7729173",Militaria
Na powódź polskie wojsko szykuje 40-letnie amfibie,"W obliczu wielkich ulew na południu Polski i możliwych podtopień, Dowództwo Generalne zapowiedziało gotowość użycia ciężkiego sprzętu w najbardziej zagrożonych regionach. Do walki z żywiołem przygotow","https://geekweek.interia.pl/militaria/news-na-powodz-polskie-wojsko-szykuje-40-letnie-amfibie,nId,7780192",Militaria
Hipersoniczne rakiety USA będą się pocić jak ludzie,"Siły Powietrzne Stanów Zjednoczonych przyznały firmie Canopy Aerospace kontrakt o wartości 2,8 miliona dolarów na przyspieszenie komercjalizacji technologii systemów ochrony termicznej (TPS) nowej gen","https://geekweek.interia.pl/militaria/news-hipersoniczne-rakiety-usa-beda-sie-pocic-jak-ludzie,nId,7780391",Militaria
Rosjanie wypuścili Skorpiony. Jak mocno kąsają?,"Wiele razy zwracaliśmy już uwagę na fakt, że Rosja w ostatnich miesiącach wyraźnie goni ukraińskie wysiłki w zakresie dronów, stawiając nie tylko na latające, ale i naziemne modele. Dziś poznajemy kol","https://geekweek.interia.pl/militaria/news-rosjanie-wypuscili-skorpiony-jak-mocno-kasaja,nId,7600709",Militaria
"Polska nie ma śmigłowców, bo wysłała je na Ukrainę? To kłamstwo","W obliczu wielkiej katastrofy, jaką jest powódź w południowych rejonach kraju, w sieci zaczęła krążyć dezinformacja, jakoby Polska nie posiadała odpowiednio wielkiej floty śmigłowców do ratunku, ze wz","https://geekweek.interia.pl/militaria/news-polska-nie-ma-smiglowcow-bo-wyslala-je-na-ukraine-to-klamstw,nId,7817018",Militaria
"Rosja sięga po T-34, IS-2 i ISU-152. Wojenne zabytki wracają do gry","To kiedy wyślecie T-34? - pytali swego czasu internauci, otwarcie żartując z transportów czołgów T-54 i innych muzealnych eksponatów wysyłanych do Ukrainy. Rosyjscy propagandyści przekonywali wtedy,","https://geekweek.interia.pl/militaria/news-rosja-siega-po-t-34-is-2-i-isu-152-wojenne-zabytki-wracaja-d,nId,7844620",Militaria
Pokazali prawdziwego niszczyciela dronów w akcji,Siły Zbrojne Ukrainy pochwaliły się nagraniem z wykorzystania niezwykłego wozu Gepard. To jedna z najważniejszych broni do walki z rosyjskimi chmarami dronów. Spektakularną akcję pokazało na nagraniu,"https://geekweek.interia.pl/militaria/news-pokazali-prawdziwego-niszczyciela-dronow-w-akcji,nId,7471492",Militaria
To innowacyjny kamuflaż dla wojska. Opracowali go studenci,"Zaczęło się jako zwyczajny szkolny projekt studentów ostatniego roku Uniwersytetu Florydy, ale skończyło jako realne rozwiązanie dla żołnierzy na polu bitwy. Amerykańscy studenci zachwycili armię swoi","https://geekweek.interia.pl/militaria/news-to-innowacyjny-kamuflaz-dla-wojska-opracowali-go-studenci,nId,7444803",Militaria
Wrak HMS Hawke w końcu znaleziony u wybrzeży Szkocji,"Po 110 latach poszukiwań, w końcu udało się znaleźć wrak brytyjskiego krążownika z czasów I wojny światowej, a mianowicie HMS Hawke. Wrak odkryli nurkowie ok. 70 mil morskich na wschód od jednej ze sz","https://geekweek.interia.pl/militaria/news-wrak-hms-hawke-w-koncu-znaleziony-u-wybrzezy-szkocji,nId,7758750",Militaria
Tanie jak karton? Niebezpieczne drony-kamikadze za grosze,"Południowokoreański startup Peach zaprezentował swój innowacyjny produkt, Papydrone-800. Jak sugeruje nazwa, jest to kartonowy dron-kamikadze, który wyróżnia się prostotą i niskim kosztem produkcji, c","https://geekweek.interia.pl/militaria/news-tanie-jak-karton-niebezpieczne-drony-kamikadze-za-grosze,nId,7829886",Militaria
USA dostarczą do Ukrainy gotowe fabryki dronów. Mieszczą się w kontenerach,"Startup Firestorm Labs zabezpieczył ok. 12 mln dolarów finansowania od takich sponsorów, jak Lockheed Martin i Pentagon. Jego celem jest opracowanie tanich fabryk dronów 3D dla stref konfliktów, które","https://geekweek.interia.pl/militaria/news-usa-dostarcza-do-ukrainy-gotowe-fabryki-dronow-mieszcza-sie,nId,7385091",Militaria
Tajna chińska torpeda odporna na zagłuszanie. Yu-10 zagraża lotniskowcom,"Wideo wyemitowane przez państwową chińską stację telewizyjną pokazuje, jak podczas ćwiczeń okręt podwodny Typu 039B zatapia statek torpedą Yu-10. To rzadka demonstracja możliwości chińskich łodzi podw","https://geekweek.interia.pl/militaria/news-tajna-chinska-torpeda-odporna-na-zagluszanie-yu-10-zagraza-l,nId,7750895",Militaria
Panika Rosjan po ukraińskim ataku odwetowym HIMARS,"Rosyjscy żołnierze boleśnie przekonali się na własnej skórze, jak to jest stać się celem dla potężnych rakiet. Ukraińcy dokonali na Rosjanach ataku odwetowego za masakrę żołnierzy. Siły Zbrojne Ukrain","https://geekweek.interia.pl/militaria/news-panika-rosjan-po-ukrainskim-ataku-odwetowym-himars,nId,7163142",Militaria
Rosja ma nowy okręt wojenny. Ma nietypowe zastosowanie,"Według rosyjskich źródeł Rosja ma nowy okręt wojenny. Jego głównym celem będzie szkolenie załóg śmigłowców lotnictwa morskiego. Jeszcze nie jest w pełni gotowy, kiedy trafi do marynarki wojennej? 24 k","https://geekweek.interia.pl/militaria/news-rosja-ma-nowy-okret-wojenny-ma-nietypowe-zastosowanie,nId,7480708",Militaria
"Abramsy i Leopardy w Ukrainie z nietypową ochroną. Kijów ""pożyczył"" ją od Rosji",Ukraińska armia pracuje nad wzmocnieniem ochrony czołgów M1 Abrams dostarczonych przez USA. Kilka zniszczonych jednostek skłoniło Kijów do zamontowania na nich bloków rosyjskiego pancerza reaktywnego,"https://geekweek.interia.pl/militaria/news-abramsy-i-leopardy-w-ukrainie-z-nietypowa-ochrona-kijow-pozy,nId,7526420",Militaria
"Polski generał zapowiada, że bez tej broni Ukraina przegra z Rosją","Leon Komornicki, generał w spoczynku, były zastępca Szefa Sztabu Generalnego WP i prezes Fundacji Poległym Pomordowanym na Wschodzie, przedstawił swoją analizę w kwestii tego, co potrzebuje Ukraina, a","https://geekweek.interia.pl/militaria/news-polski-general-zapowiada-ze-bez-tej-broni-ukraina-przegra-z,nId,7612713",Militaria
Oko w oko z Abramsem. „To najlepiej chroniony czołg”,Warkot diesla Leoparda i szum mocarnej turbiny Abramsa. Takie dźwięki na co dzień słyszą czołgiści 1. Warszawskiej Brygady Pancernej. Specjalnie dla Geekweeka pokazali swoją jednostkę od środka. Z bli,"https://geekweek.interia.pl/militaria/news-oko-w-oko-z-abramsem-to-najlepiej-chroniony-czolg,nId,7526605",Militaria
Wojsko Polskie z nowymi dronami obserwacyjnymi FlyEye,Agencja Uzbrojenia i Grupa WB podpisały umowę za dostarczenie Wojsku Polskiemu siedmiu zestawów świetnych dronów obserwacyjnych FlyEye. Robią one ogromną furorę na Ukrainie i pozwolą lepiej chronić gr,"https://geekweek.interia.pl/militaria/news-wojsko-polskie-z-nowymi-dronami-obserwacyjnymi-flyeye,nId,7457401",Militaria
Niesamowita akcja. Zniszczyli kolejne dwa rosyjskie okręty,"Siły Zbrojne Ukrainy pochwaliły się swoim kolejnym spektakularnym sukcesem. W porcie na Krymie zniszczono dwie rosyjskie łodzie desantowe. Po kilku miesiącach przerwy, Siły Zbrojne Ukrainy doczekały s","https://geekweek.interia.pl/militaria/news-niesamowita-akcja-zniszczyli-kolejne-dwa-rosyjskie-okrety,nId,7141328",Militaria
Koszmar się ziścił. Robo-pies z wyrzutnią rakietową,"Roboty przypominające zwierzęta, wyposażone w broń, jeszcze do niedawna pojawiały się tylko w filmach akcji. Teraz ta wizja stała się faktem. Pokazano pierwszego robo-psa z wyrzutnią rakietową. Nie, r","https://geekweek.interia.pl/militaria/news-koszmar-sie-ziscil-robo-pies-z-wyrzutnia-rakietowa,nId,7099899",Militaria
Jaki pocisk uderzył w szpital dziecięcy w Kijowie? Jest analiza,"Rosjanie usiłują obwinić Ukraińców o uderzenie rakietowe na szpital dziecięcy w Kijowie. Analitycy wojskowi jednak mają niezbite dowody na to, że za cały atak odpowiadają tylko i wyłączenie Rosjanie.","https://geekweek.interia.pl/militaria/news-jaki-pocisk-uderzyl-w-szpital-dzieciecy-w-kijowie-jest-anali,nId,7631967",Militaria
"Ogromne zainteresowanie nową polską bronią. ""Padają jak muchy""","Polska ma obecnie wyjątkową możliwość produkowania systemów antydronowych, które uchodzą za jedne z najlepszych na świecie. Zainteresowanych jest nimi wiele krajów unowocześniających swoje armie. Gdyń","https://geekweek.interia.pl/militaria/news-ogromne-zainteresowanie-nowa-polska-bronia-padaja-jak-muchy,nId,7390086",Militaria
Rosjanie użyli najnowszych czołgów na froncie. Szybko padły,"Wojna na Ukrainie jest pierwszym konfliktem, podczas którego Rosjanie używają czołgów T-90M. To najnowsze aktywne maszyny rosyjskich sił pancernych, które są często niszczona na polu walki. Dowodzą te","https://geekweek.interia.pl/militaria/news-rosjanie-uzyli-najnowszych-czolgow-na-froncie-szybko-padly,nId,20245786",Militaria
"Niesamowita akcja Ukraińców. W dwa dni wyzwolili 1,5 km Zaporoża","Okazuje się, że Siły Zbrojne Ukrainy w niezwykły sposób zaskoczyły Rosjan i w zaledwie 2 dni żołnierze weszli aż 1,5 kilometra w głąb okupowanych terenów w obwodzie zaporoskim, które były okupowane pr","https://geekweek.interia.pl/militaria/news-niesamowita-akcja-ukraincow-w-dwa-dni-wyzwolili-1-5-km-zapor,nId,7236177",Militaria
Media: Polska dała Ukrainie nową pożyczkę na zakup broni,"Zastępca szefa Kancelarii Prezydenta Ukrainy Ihor Żółkiew poinformował, że Polska przekazała Ukrainie pożyczkę na zakup i wspólną produkcję broni. Ihor Żółkiew zdradził informacje o pożyczce na anteni","https://geekweek.interia.pl/militaria/news-media-polska-dala-ukrainie-nowa-pozyczke-na-zakup-broni,nId,7313332",Militaria
Jest praca w bazie US Army w Polsce. Płacą w dolarach,"Amerykańska armia rekrutuje specjalistów do pracy w składnicy swojego sprzętu w Powidzu, gdzie magazynowane są m.in. czołgi M1 Abrams. Zarobki na oferowanych stanowiskach sięgają prawie 100 tysięcy do","https://geekweek.interia.pl/militaria/news-jest-praca-w-bazie-us-army-w-polsce-placa-w-dolarach,nId,7838510",Militaria
Szwajcaria obawia się wojny? Modernizuje swoje schrony,"Szwajcaria, znana ze swojej neutralności oraz dbałości o bezpieczeństwo obywateli, podejmuje kroki w celu modernizacji sieci schronów atomowych. Decyzja ta jest odpowiedzią na rosnące napięcia na świe","https://geekweek.interia.pl/militaria/news-szwajcaria-obawia-sie-wojny-modernizuje-swoje-schrony,nId,20355843",Militaria
Ukraińcy czekali na nie rok. Nowe pociski zawodzą na froncie,"Według najnowszych doniesień pociski GLSDB z USA, na które Ukraina czekała rok, nie sprawdzają się w warunkach wojny. Wskazuje na to jeden z amerykańskich podsekretarzy Pentagonu, zdradzając, że probl","https://geekweek.interia.pl/militaria/news-ukraincy-czekali-na-nie-rok-nowe-pociski-zawodza-na-froncie,nId,7475746",Militaria
Ukraińcy szkolą się na polskich czołgach w Świętoszowie,Kolejni ukraińscy żołnierze szkolili się na poligonie 10. Brygady Kawalerii Pancernej w Świętoszowie. Do ćwiczeń używają polskich czołgów Leopard 2A4. Przypominamy co to za maszyny. Ukraińscy żołnierz,"https://geekweek.interia.pl/militaria/news-ukraincy-szkola-sie-na-polskich-czolgach-w-swietoszowie,nId,7806360",Militaria
Potężny samolot wylądował w Izraelu. Przywiózł kluczowy sprzęt,"Dziś rano (19.10) na największym porcie lotniczym Izraela wylądował potężny samolot transportowy C-17A Globemaster US Air Force, na którego pokładzie były ciężkie wozy bojowe. Mają uzupełnić izraelski","https://geekweek.interia.pl/militaria/news-potezny-samolot-wyladowal-w-izraelu-przywiozl-kluczowy-sprze,nId,7097546",Militaria
Francja pokazała nowy dron-kamikadze. Veloce 330 śmiga 400 km/h!,"Francuska firma EOS Technologie zaprezentowała swój najnowszy dron kamikadze, który jest w stanie osiągnąć prędkość do 400 km/h. Trudno już nawet zliczyć, ile razy podkreślaliśmy znaczenie dronów-kami","https://geekweek.interia.pl/militaria/news-francja-pokazala-nowy-dron-kamikadze-veloce-330-smiga-400-km,nId,7493704",Militaria
KTO Rosomak w akcji. Polska broń daje popalić Rosjanom,"Do sieci trafiło widowiskowe nagranie z ostrzelania rosyjskich pozycji przez transporter opancerzony KTO Rosomak. To polska konstrukcja, będąca jednym z najważniejszych form wsparcia Ukrainy. Skuteczn","https://geekweek.interia.pl/militaria/news-kto-rosomak-w-akcji-polska-bron-daje-popalic-rosjanom,nId,20355902",Militaria
Rosja zwiększa moc Oresznika. Broń pojawi się blisko Polski,"Władze w Moskwie zarządziły nie tylko masową produkcję potężnego pocisku balistycznego o nazwie Oresznik, ale również ma zostać zwiększona jego siła rażenia. To kolejny sygnał Kremla w kierunku USA i","https://geekweek.interia.pl/militaria/news-rosja-zwieksza-moc-oresznika-bron-pojawi-sie-blisko-polski,nId,20355361",Militaria
Rosja ogłosiła zestrzelenie aż 69 rakiet HIMARS,"Rosyjskie Ministerstwo Obrony Narodowej ogłosiło zestrzelenie w ciągu tygodnia aż 69 rakiet wystrzelonych z amerykańskich systemów HIMARS w Ukrainie. Dzień bez wielkiego rosyjskiego sukcesu, to dzień","https://geekweek.interia.pl/militaria/news-rosja-oglosila-zestrzelenie-az-69-rakiet-himars,nId,7279929",Militaria
Rosja umieściła na Krymie radary o dużym zasięgu,W pobliżu Sewastopola na Krymie Rosja rozmieściła kilka typów systemów radarowych. Radar w bazie lotniczej Belbek jest aktywny i obejmuje duży obszar. Rosja posiada dwa radary wczesnego ostrzegania VH,"https://geekweek.interia.pl/militaria/news-rosja-umiescila-na-krymie-radary-o-duzym-zasiegu,nId,7116924",Militaria
Matka poległego ukraińskiego żołnierza finansuje drony. Co potrafią DARTS?,"Straciła na wojnie syna, ale wciąż wierzy w niepodległość swojej ojczyzny. Matka jednego z poległych ukraińskich żołnierzy postanowiła kontynuować dzieło dziecka, finansując zakup 60 dronów-kamikadze","https://geekweek.interia.pl/militaria/news-matka-poleglego-ukrainskiego-zolnierza-finansuje-drony-co-po,nId,7556406",Militaria
Trzy ogromne samoloty wylądowały w Polsce z ważną bronią,"Dziś (10.04) na lotnisku Rzeszów-Jasionka wylądowały jedne z największych samolotów na świecie. Dwa Boeingi 747 i jeden Antonow An-124 dostarczyły do Polski ważną broń. Entuzjaści lotnictwa informują,","https://geekweek.interia.pl/militaria/news-trzy-ogromne-samoloty-wyladowaly-w-polsce-z-wazna-bronia,nId,7443183",Militaria
Superpocisk Rosji nie taki super? Oresznik krytykują nawet propagandyści,"Zdjęcia satelitarne ujawniły prawdziwe skutki rosyjskiego ataku rakietowego na Piwdenmasz, czyli największe ukraińskie przedsiębiorstwo przemysłu rakietowo-kosmicznego z siedzibą w Dnieprze. I chociaż","https://geekweek.interia.pl/militaria/news-superpocisk-rosji-nie-taki-super-oresznik-krytykuja-nawet-pr,nId,20245750",Militaria
Pierwszy F-16 utracony przez Ukraińców? Bezczelna manipulacja Rosjan,"W polskiej przestrzeni informacyjnej rozpowszechniono nagranie, mające pokazywać moment pierwszego strącenia myśliwca F-16 na Ukrainie. Całe nagranie jest jednak manipulacją, żerującą dodatkowo na tra","https://geekweek.interia.pl/militaria/news-pierwszy-f-16-utracony-przez-ukraincow-bezczelna-manipulacja,nId,7754103",Militaria
Niemcy mówią Rosji dość. Ogromny transport maszyn do Ukrainy,Władze Niemiec zdecydowały się wspomóc ukraińską armię ogromną liczbą transporterów opancerzonych PbV-302. Transport tych maszyn z Niemiec został uwieczniony na filmie. Władze w Berlinie zdecydowały s,"https://geekweek.interia.pl/militaria/news-niemcy-mowia-rosji-dosc-ogromny-transport-maszyn-do-ukrainy,nId,20355003",Militaria
Ukraińcy zestrzelili osławionego rosyjskiego drona zwiadowczego,Rosyjski osławiony dron zwiadowczy SuperCam został zniszczony przy użyciu szwedzkiego przenośnego systemu przeciwlotniczego RBS 70 firmy Saab. Sukces w walce z rosyjskim dronem zwiadowczym odtrąbili u,"https://geekweek.interia.pl/militaria/news-ukraincy-zestrzelili-oslawionego-rosyjskiego-drona-zwiadowcz,nId,7232153",Militaria
W końcu dotarły. Potężne bomby z USA już atakują Rosjan,Ukraińcy w końcu oficjalnie pochwalili się nowymi bombami dostarczonymi bezpośrednio ze Stanów Zjednoczonych. Z ich pomocą można dziesiątkować rosyjską piechotę i likwidować strategiczne obiekty. Siły,"https://geekweek.interia.pl/militaria/news-w-koncu-dotarly-potezne-bomby-z-usa-juz-atakuja-rosjan,nId,7760082",Militaria
Drugi A-50 zestrzelony. 350 milionów dolarów poszło z dymem,"Rosyjskie kanały na Telegramie informują, że Kreml stracił trzeci niezwykle ważny i drogi samolot wczesnego ostrzegania Beriew A-50. Jak podaje portal Bełsat, Rosja miała stracić strategiczny dla armi","https://geekweek.interia.pl/militaria/news-drugi-a-50-zestrzelony-350-milionow-dolarow-poszlo-z-dymem,nId,7350339",Militaria
Pierwszy rosyjski okręt zniszczony za pomocą pocisku ATACMS,"I stało się. Analitycy militarni donoszą, że rosyjski trałowiec projektu 266M Kowrowiec został zatopiony przez Ukraińców za pomocą amerykańskiego pocisku ATACMS. Wszystko wskazuje na to, że Siły Zbr","https://geekweek.interia.pl/militaria/news-pierwszy-rosyjski-okret-zniszczony-za-pomoca-pocisku-atacms,nId,7522814",Militaria
Starszy brat Kraba strzela w Ukrainie. AS90 w akcji,Ukraińscy żołnierze pokazali jak wykorzystują armatohaubice AS90 do ostrzeliwania rosyjskich pozycji. To te maszyny były jednym z pierwowzorów polskiego AHS Krab. Napierające na froncie siły Rosjan zm,"https://geekweek.interia.pl/militaria/news-starszy-brat-kraba-strzela-w-ukrainie-as90-w-akcji,nId,7315537",Militaria
"Nad Polską pojawił się ogromny dron, który szpiegował Rosjan","Siły Powietrzne USA przeprowadziły misję obserwacji kluczowych dla bezpieczeństwa NATO terenów przesmyku suwalskiego. Do Polski skierowały bezzałogowy statek powietrzny RQ-4B Global Hawk, który obserw","https://geekweek.interia.pl/militaria/news-nad-polska-pojawil-sie-ogromny-dron-ktory-szpiegowal-rosjan,nId,7835286",Militaria
Amerykańskie Black Hawki latają nad Ukrainą. Skąd się tam wzięły?,"Główny Zarząd Wywiadu Ministerstwa Obrony Ukrainy wykorzystuje do swoich akcji śmigłowce wielozadaniowe UH-60A Black Hawk. To maszyny, które są wykorzystywane do najcięższych zadań specjalnych w tym c","https://geekweek.interia.pl/militaria/news-amerykanskie-black-hawki-lataja-nad-ukraina-skad-sie-tam-wzi,nId,7846707",Militaria
"Stracili aż 20 czołgów w weekend. ""Rosja bez czołgów do końca roku""","Miniony weekend dla Rosjan zapisze się najtragiczniej od czasu wybuchu wojny na Ukrainie. Otóż armia Kremla straciła aż 20 czołgów. Analitycy uważają, że jeśli ten trend się utrzyma, to do końca roku","https://geekweek.interia.pl/militaria/news-stracili-az-20-czolgow-w-weekend-rosja-bez-czolgow-do-konca,nId,7632019",Militaria
"USA testują drony z drukarki 3D. Projekt, druk i rozmieszczenie w mniej niż 24h","Podczas demonstracji na poligonie B-70 w Eglin Air Force Base na Florydzie Siły Powietrzne USA udowodniły, że są w stanie zaprojektować, złożyć i wdrożyć autonomiczne drony wydrukowane w 3D w ciągu ni","https://geekweek.interia.pl/militaria/news-usa-testuja-drony-z-drukarki-3d-projekt-druk-i-rozmieszczeni,nId,7495878",Militaria
Chińska armia grozi wrogom milionami dronów kamikadze,"Chińska Armia Ludowo-Wyzwoleńcza kolejny raz pokazała na filmie, jak w zaledwie chwilę może sobie poradzić z żołnierzami wrogiej armii. Zapowiedzi władz przerażają, ponieważ według wizji Pekinu, wojna","https://geekweek.interia.pl/militaria/news-chinska-armia-grozi-wrogom-milionami-dronow-kamikadze,nId,7483665",Militaria
Prezes zarządu Lockheed Martin w Polsce. Ważna wizyta,"Jim Taiclet, prezes zarządu amerykańskiego koncernu zbrojeniowego Lockheed Martin ma odwiedzić Polskę. Podczas jego wizyty przeprowadzi ważne rozmowy na temat pozycji w naszym kraju czołowego koncernu","https://geekweek.interia.pl/militaria/news-prezes-zarzadu-lockheed-martin-w-polsce-wazna-wizyta,nId,7327476",Militaria
