headline,category,content,url
Gwałt w Warszawie. Dorian S. doprowadzony na drugą rozprawę. Jego ojciec padł na kolana,wiadomosci,Sprawa gwałtu w Warszawie: Proces Doriana S. oskarżonego o gwałt na 25-letniej Białorusince Lizawecie rozpoczął się 4 grudnia w Sądzie Okręgowym w Warszawie. W poniedziałek (16 grudnia) odbyła się dru,"https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31550134,gwalt-w-warszawie-dorian-s-doprowadzony-na-druga-rozprawe.html"
Kaczyński ostro o decyzji PKW w sprawie PiS. Znów prosi o pieniądze. 'Nasza cierpliwość się skończyła',wiadomosci,O co chodzi: 16 grudnia PKW zdecydowała o odroczeniu obrad dotyczących sprawozdania komitetu PiS z wyborów 2023 roku. Wcześniej PiS zaskarżył decyzję PKW o odrzuceniu sprawozdania partii do Sądu Najwy,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31550023,kaczynski-o-decyzji-pkw-calkowicie-bezprawna-prezes-pis-zbiera.html"
"TVP chciała obalić fake newsa, a sama dała się nabrać. Pokazano nieprawdziwy materiał Gazeta.pl",wiadomosci,"TVP zrobiła fake newsa: W TVP Info emitowany jest program Sprawdzamy, który zwalcza dezinformację, kłamstwa polityków i pseudoekspertów. W niedzielę 15 grudnia wyemitowano odcinek, w którym powołano","https://wiadomosci.gazeta.pl/wiadomosci/7,114883,31548531,tvp-chciala-obalic-fake-newsa-a-sama-dala-sie-nabrac-pokazano.html"
"Olaf Scholz bez wotum zaufania, ale taki był plan. Opozycja mówi o 'dniu ulgi dla Niemiec'",wiadomosci,,"https://wiadomosci.gazeta.pl/wiadomosci/7,127561,31550060,olaf-scholz-bez-wotum-zaufania-opozycja-mowi-o-dniu-ulgi-dla.html"
"Episkopat reaguje na doniesienia ws. nowej umowy z TVP. Jest 'wola dialogu', ale są też oczekiwania",wiadomosci,We wrześniu 2020 r. ówczesny prezes TVP Jacek Kurski podpisał nowe porozumienie z przedstawicielami Sekretariatu Konferencji Episkopatu Polski ws. emisji treści katolickich. Telewizja Polska zadeklaro,"https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31548215,episkopat-reaguje-na-doniesienia-ws-nowej-umowy-z-tvp-jest.html"
Co Polacy myślą o Nawrockim? 'Stracił w opinii co piątej kobiety' [Sondaż],wiadomosci,"O co chodzi: Agencja badawcza SW Research przeprowadziła sondaż dla Rzeczpospolitej w dniach 10-11 grudnia, w którym zapytano 800 pełnoletnich internautów o to, jak oceniają Karola Nawrockiego. Poli","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31549600,co-polacy-mysla-o-nawrockim-stracil-w-opinii-co-piatej-kobiety.html"
"W co gra Scholz? Sprytne zagranie, które zadziałało w przeszłości",wiadomosci,"Dlaczego ustawione? Bo kanclerze występujący o wotum zaufania robili to, by przegrać głosowanie. Dążyli do rozwiązania Bundestagu i przeprowadzenia przyspieszonych wyborów, które wzmocniłyby ich poz","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31548827,w-co-gra-scholz-sprytne-zagranie-ktore-zadzialalo-w-przeszlosci.html"
Niemcy. Głosowanie nad wotum zaufania dla Olafa Scholza. Znamy wynik,wiadomosci,"Wynik głosowania: Kanclerz Olaf Scholz przegrał głosowanie nad wotum zaufania. Oznacza to, że w Niemczech przeprowadzone zostaną przedterminowe wybory, które wyłonią nowy parlament. Głosowało 717 posł","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31549988,niemcy-glosowanie-nad-wotum-zaufania-dla-olafa-scholza-znamy.html"
"Gdzie jest Marcin Romanowski? Media mówią o dwóch krajach. Prokuratura zdradza, kiedy poszukiwania w UE",wiadomosci,"Gdzie jest Marcin Romanowski? - Zakładamy, że jest za granicą. W poniedziałek powinny się zakończyć poszukiwania krajowe - powiedział Wyborczej jeden ze śledczych Prokuratury Krajowej. Dziennikarze","https://wiadomosci.gazeta.pl/wiadomosci/7,114884,31549586,marcin-romanowski-uciekl-za-granice.html"
Baszar al-Asad wydał oświadczenie. Pierwsze od obalenia jego reżimu w Syrii,wiadomosci,"Baszar al-Asad zabrał głos: Rankiem 8 grudnia obalony przywódca Syrii Baszar al-Asad uciekł z Damaszku, który został przejęty przez rebeliantów. Od tamtej pory po byłym prezydencie nie było śladu, ale","https://wiadomosci.gazeta.pl/wiadomosci/7,114881,31549880,baszar-al-asad-ujawnil-co-sie-z-nim-dzialo-po-obaleniu-rezimu.html"
